filename,label
angry/0.png,0
angry/1.png,0
angry/10.png,0
angry/10002.png,0
angry/10016.png,0
angry/10037.png,0
angry/10038.png,0
angry/10052.png,0
angry/10057.png,0
angry/10063.png,0
angry/10065.png,0
angry/10069.png,0
angry/10079.png,0
angry/10095.png,0
angry/10100.png,0
angry/10105.png,0
angry/10115.png,0
angry/10121.png,0
angry/10122.png,0
angry/10142.png,0
angry/10148.png,0
angry/1015.png,0
angry/10154.png,0
angry/10155.png,0
angry/10158.png,0
angry/1016.png,0
angry/10163.png,0
angry/10167.png,0
angry/10178.png,0
angry/1018.png,0
angry/10181.png,0
angry/10192.png,0
angry/10196.png,0
angry/10202.png,0
angry/10207.png,0
angry/10214.png,0
angry/10215.png,0
angry/10223.png,0
angry/10226.png,0
angry/1024.png,0
angry/10240.png,0
angry/10242.png,0
angry/10250.png,0
angry/10251.png,0
angry/10253.png,0
angry/10265.png,0
angry/10286.png,0
angry/10287.png,0
angry/10302.png,0
angry/10310.png,0
angry/10315.png,0
angry/10325.png,0
angry/10336.png,0
angry/10338.png,0
angry/10348.png,0
angry/10359.png,0
angry/10363.png,0
angry/10364.png,0
angry/10371.png,0
angry/10373.png,0
angry/10377.png,0
angry/10378.png,0
angry/10382.png,0
angry/10385.png,0
angry/10388.png,0
angry/1039.png,0
angry/10394.png,0
angry/10397.png,0
angry/10399.png,0
angry/10401.png,0
angry/10415.png,0
angry/10420.png,0
angry/10426.png,0
angry/10429.png,0
angry/10430.png,0
angry/10431.png,0
angry/10439.png,0
angry/10440.png,0
angry/10441.png,0
angry/10462.png,0
angry/10472.png,0
angry/10475.png,0
angry/10490.png,0
angry/10497.png,0
angry/1051.png,0
angry/10510.png,0
angry/10511.png,0
angry/10541.png,0
angry/10544.png,0
angry/10548.png,0
angry/10551.png,0
angry/10554.png,0
angry/10563.png,0
angry/10573.png,0
angry/10583.png,0
angry/10592.png,0
angry/10595.png,0
angry/10603.png,0
angry/10604.png,0
angry/1061.png,0
angry/10616.png,0
angry/10619.png,0
angry/10623.png,0
angry/10626.png,0
angry/10651.png,0
angry/10656.png,0
angry/1066.png,0
angry/10661.png,0
angry/10666.png,0
angry/10682.png,0
angry/10692.png,0
angry/10699.png,0
angry/107.png,0
angry/10702.png,0
angry/1071.png,0
angry/10714.png,0
angry/10716.png,0
angry/10726.png,0
angry/10729.png,0
angry/10743.png,0
angry/10746.png,0
angry/10771.png,0
angry/10785.png,0
angry/10786.png,0
angry/10790.png,0
angry/10805.png,0
angry/10812.png,0
angry/10814.png,0
angry/10818.png,0
angry/10819.png,0
angry/10821.png,0
angry/10823.png,0
angry/10825.png,0
angry/10831.png,0
angry/10839.png,0
angry/10851.png,0
angry/10854.png,0
angry/10874.png,0
angry/10889.png,0
angry/10890.png,0
angry/10894.png,0
angry/1090.png,0
angry/10900.png,0
angry/10904.png,0
angry/10907.png,0
angry/10908.png,0
angry/10913.png,0
angry/10915.png,0
angry/10918.png,0
angry/10925.png,0
angry/10928.png,0
angry/10939.png,0
angry/10942.png,0
angry/10947.png,0
angry/10959.png,0
angry/10961.png,0
angry/10965.png,0
angry/10970.png,0
angry/10973.png,0
angry/1098.png,0
angry/10984.png,0
angry/10988.png,0
angry/10989.png,0
angry/10994.png,0
angry/11002.png,0
angry/11004.png,0
angry/11008.png,0
angry/11011.png,0
angry/11014.png,0
angry/11017.png,0
angry/11018.png,0
angry/1102.png,0
angry/11024.png,0
angry/11028.png,0
angry/11042.png,0
angry/1105.png,0
angry/11053.png,0
angry/1106.png,0
angry/11060.png,0
angry/11075.png,0
angry/1108.png,0
angry/11083.png,0
angry/11093.png,0
angry/11096.png,0
angry/11102.png,0
angry/11109.png,0
angry/11113.png,0
angry/11117.png,0
angry/11118.png,0
angry/11151.png,0
angry/11153.png,0
angry/11158.png,0
angry/11169.png,0
angry/11174.png,0
angry/11181.png,0
angry/11186.png,0
angry/11188.png,0
angry/11190.png,0
angry/11200.png,0
angry/11205.png,0
angry/11206.png,0
angry/11215.png,0
angry/1122.png,0
angry/1123.png,0
angry/11235.png,0
angry/1124.png,0
angry/11258.png,0
angry/11266.png,0
angry/11267.png,0
angry/11268.png,0
angry/1127.png,0
angry/11274.png,0
angry/11286.png,0
angry/11289.png,0
angry/11301.png,0
angry/11315.png,0
angry/11325.png,0
angry/11337.png,0
angry/11342.png,0
angry/11377.png,0
angry/11379.png,0
angry/11385.png,0
angry/11386.png,0
angry/11389.png,0
angry/11400.png,0
angry/11403.png,0
angry/11410.png,0
angry/11411.png,0
angry/11420.png,0
angry/11421.png,0
angry/11426.png,0
angry/11432.png,0
angry/11449.png,0
angry/11458.png,0
angry/11460.png,0
angry/11464.png,0
angry/11467.png,0
angry/1147.png,0
angry/11474.png,0
angry/11475.png,0
angry/11480.png,0
angry/1150.png,0
angry/11534.png,0
angry/11537.png,0
angry/11545.png,0
angry/11548.png,0
angry/11550.png,0
angry/11557.png,0
angry/11561.png,0
angry/11571.png,0
angry/11572.png,0
angry/11577.png,0
angry/1158.png,0
angry/1160.png,0
angry/11606.png,0
angry/11607.png,0
angry/11610.png,0
angry/11613.png,0
angry/11617.png,0
angry/11623.png,0
angry/11632.png,0
angry/11641.png,0
angry/11642.png,0
angry/11644.png,0
angry/11645.png,0
angry/11647.png,0
angry/1166.png,0
angry/11669.png,0
angry/11675.png,0
angry/1168.png,0
angry/11688.png,0
angry/11694.png,0
angry/117.png,0
angry/1170.png,0
angry/11707.png,0
angry/11708.png,0
angry/11714.png,0
angry/11732.png,0
angry/11735.png,0
angry/11744.png,0
angry/11755.png,0
angry/11756.png,0
angry/11759.png,0
angry/11764.png,0
angry/11769.png,0
angry/1177.png,0
angry/1178.png,0
angry/11781.png,0
angry/11805.png,0
angry/1181.png,0
angry/11813.png,0
angry/11820.png,0
angry/11825.png,0
angry/11841.png,0
angry/11849.png,0
angry/11863.png,0
angry/11877.png,0
angry/11882.png,0
angry/11883.png,0
angry/11887.png,0
angry/11898.png,0
angry/11905.png,0
angry/11918.png,0
angry/1192.png,0
angry/11922.png,0
angry/11929.png,0
angry/1194.png,0
angry/11949.png,0
angry/11959.png,0
angry/11964.png,0
angry/11965.png,0
angry/11986.png,0
angry/120.png,0
angry/1200.png,0
angry/12016.png,0
angry/12022.png,0
angry/12025.png,0
angry/12027.png,0
angry/12034.png,0
angry/1204.png,0
angry/12048.png,0
angry/12049.png,0
angry/12055.png,0
angry/12075.png,0
angry/1210.png,0
angry/1211.png,0
angry/12110.png,0
angry/12118.png,0
angry/12124.png,0
angry/1213.png,0
angry/12133.png,0
angry/12136.png,0
angry/12142.png,0
angry/12144.png,0
angry/12146.png,0
angry/1215.png,0
angry/12155.png,0
angry/1216.png,0
angry/12171.png,0
angry/12181.png,0
angry/12183.png,0
angry/12196.png,0
angry/12198.png,0
angry/122.png,0
angry/12203.png,0
angry/12206.png,0
angry/1221.png,0
angry/12211.png,0
angry/12213.png,0
angry/12218.png,0
angry/12222.png,0
angry/12230.png,0
angry/12231.png,0
angry/12235.png,0
angry/12237.png,0
angry/12249.png,0
angry/1225.png,0
angry/12254.png,0
angry/1226.png,0
